date,DJ,spprice,spdividend,spearnings,cpi,LRIR,ffrate,CPIrent,mktyield1yr,mktyield3yr,mktyield5yr,mktyield10yr,mktyield20yr,employeecomp,PCE,PS,newhousingunits,mktvalueprivatedebt,mktvaluegrossfeddebt,ratespread,BAA10yr,industrialprod,securitiesinbankcredit,commercialbankcredit,pctchangeTCC,nonrevolvingconsumercredit,m1,m2,incomeonassets 
1-Mar-2009,7062.93,757.13,27.26,6.86,212.71,2.82,0.18,248.639,0.64,1.31,1.82,2.82,3.78,6178,9773.2,5.8,42.7,6778.8,11877.4,2.64,5.6,86.4794,2174.7767,9023.3612,-7.14,1638.31523,1578.9,8441.1,656
1-Apr-2009,7608.92,848.15,26.7,7.08,213.24,2.93,0.15,248.899,0.55,1.32,1.86,2.93,3.84,6235.4,9772.5,6.5,42.5,6700.3,11817,2.78,5.46,85.7883,2166.8813,8982.0598,-3.14,1635.30687,1611.6,8441.5,604.3
1-May-2009,8168.12,902.41,26.15,7.29,213.86,3.29,0.18,249.069,0.5,1.39,2.13,3.29,4.22,6264.2,9791.6,7.8,52.2,6691.1,11822.8,3.11,4.77,84.9516,2195.055,9035.4057,-5.4,1643.25044,1617.5,8428.6,578.9
1-Jun-2009,8500.33,926.12,25.59,7.51,215.69,3.72,0.21,249.092,0.51,1.76,2.71,3.72,4.51,6263.8,9852.4,6.1,59.1,6765.9,12003,3.51,3.78,84.6928,2243.747,9014.4914,-8.52,1628.32832,1658.8,8441.3,556.9
1-Jul-2009,8447,935.82,25.03,9.19,215.35,3.56,0.16,248.994,0.48,1.55,2.46,3.56,4.38,6238.2,9886.3,5.4,56.8,6887.8,12128.6,3.4,3.53,85.7044,2259.9246,8934.1626,-0.29,1630.63763,1662.5,8407.6,533.8
1-Aug-2009,9171.61,1009.73,24.46,10.86,215.83,3.59,0.16,249.029,0.46,1.65,2.57,3.59,4.33,6238.2,10004.1,4.4,52.9,7004.7,12306.6,3.43,2.99,86.6617,2286.1339,8911.9386,-4.04,1630.08098,1660,8386.7,517.8
1-Sep-2009,9496.28,1044.55,23.9,12.54,215.97,3.4,0.15,248.965,0.4,1.48,2.37,3.4,4.14,6235.3,9927.8,5.5,52.6,7065.9,12455.3,3.25,2.91,87.4033,2289.894,8860.8413,-2.57,1628.67113,1664.9,8394.9,507.4
1-Oct-2009,9712.28,1067.66,23.4,25.35,216.18,3.39,0.12,248.888,0.37,1.46,2.33,3.39,4.16,6259,9976.7,5.1,44.5,6999.5,12433.4,3.27,2.9,87.6035,2286.302,8780.7896,-6.13,1623.03062,1677.7,8426.4,495.6
1-Nov-2009,9712.73,1088.07,22.91,38.16,216.33,3.4,0.12,248.886,0.31,1.32,2.23,3.4,4.24,6289.3,9985.7,5.5,42.3,7277.4,12748.4,3.28,2.92,87.9559,2300.0471,8848.2192,-5.55,1626.74838,1683,8501.2,486.1
1-Dec-2009,10344.84,1110.38,22.41,50.97,215.95,3.59,0.12,248.999,0.37,1.38,2.34,3.59,4.4,6289.2,10052.6,5.4,36.6,7243.5,12697.4,3.47,2.78,88.2468,2324.9358,8806.6016,1.62,1638.94001,1692.8,8543.7,478.7
1-Jan-2010,10428.05,1123.58,22.24,54.29,216.69,3.73,0.11,249.144,0.35,1.49,2.48,3.73,4.5,6246.2,10056.1,5.6,38.9,7255.9,12786.8,3.62,2.52,89.1911,2325.0377,8719.7425,-5.41,1633.97687,1674.7,8464.4,490.9
1-Feb-2010,10067.33,1089.16,22.07,57.61,216.74,3.69,0.13,249.017,0.35,1.4,2.36,3.69,4.48,6211.2,10093.4,5.3,40.7,7422.4,12922.5,3.56,2.65,89.4972,2328.6605,8643.3342,-6.36,1627.69405,1699.8,8508.4,501.7
1-Mar-2010,10325.26,1152.05,21.9,60.93,217.63,3.73,0.16,249.089,0.4,1.51,2.43,3.73,4.49,6242.4,10156,5.3,54.7,7716.8,13158.1,3.57,2.54,90.1419,2318.2284,8691.255,1.39,1638.67235,1711.9,8576.6,500.5
1-Apr-2010,10856.63,1197.32,21.95,62.99,218.01,3.85,0.2,249.012,0.45,1.64,2.58,3.85,4.53,6315.6,10182.3,6,62,7914.1,13417.3,3.65,2.4,90.4591,2315.4659,8999.3208,-1.79,1636.16188,1699,8601.8,510.9
1-May-2010,11008.61,1125.06,21.99,65.04,218.18,3.42,0.2,248.925,0.37,1.32,2.18,3.42,4.11,6384,10210.8,6.4,56.2,8043.1,13582.8,3.22,2.63,91.702,2302.9762,8950.5408,-5.25,1639.0925,1710.1,8584.2,521.8
1-Jun-2010,10136.63,1083.36,22.04,67.1,217.97,3.2,0.18,248.999,0.32,1.17,2,3.2,3.95,6382.5,10231.3,6.2,53.8,8264.8,13944.3,3.02,3.03,91.8997,2293.6406,8912.6084,-1.56,1641.37329,1731.6,8606.4,529.3
1-Jul-2010,9774.02,1079.8,22.14,68.69,218.01,3.01,0.18,249.126,0.29,0.98,1.76,3.01,3.8,6410.2,10268.1,6.1,51.5,8359.1,14004.6,2.83,3,92.2522,2351.0287,8934.3356,1.28,1647.88152,1724,8576.9,534.3
1-Aug-2010,10465.94,1087.28,22.25,70.27,218.31,2.7,0.19,249.024,0.26,0.78,1.47,2.7,3.52,6427.8,10307.1,6.2,56.3,8680,14394.4,2.51,2.96,92.5899,2386.8796,8987.3849,-0.32,1653.6372,1748.7,8607.7,542.8
1-Sep-2010,10014.72,1122.08,22.35,71.86,218.44,2.65,0.19,249.368,0.26,0.74,1.41,2.65,3.47,6429.5,10327.1,6.1,53,8737.1,14487.6,2.46,3.01,92.8564,2412.368,9006.3455,0.8,1660.00355,1766.2,8649.5,554.1
1-Oct-2010,10788.05,1171.58,22.48,73.69,218.71,2.54,0.19,249.618,0.23,0.57,1.18,2.54,3.52,6458.3,10386.4,5.9,45.4,8748.7,14585.5,2.35,3.18,92.6037,2440.895,9020.4134,3.81,1674.72561,1780.4,8710.4,563.8
1-Nov-2010,11118.49,1198.89,22.6,75.52,218.8,2.76,0.19,250.317,0.25,0.67,1.35,2.76,3.82,6461.6,10433.6,5.8,40.6,8815.3,14648.2,2.57,3.16,92.6773,2455.6061,9044.246,0.53,1680.20856,1828.4,8775.5,578.8
1-Dec-2010,11006.02,1241.53,22.73,77.35,219.18,3.29,0.18,250.986,0.29,0.99,1.93,3.29,4.17,6500.9,10471,6.2,33.8,8688.7,14595.8,3.11,2.81,93.5851,2425.4759,9025.8591,-0.36,1807.70859,1836.7,8857.6,610.6
1-Jan-2011,11577.51,1282.62,22.96,78.67,220.22,3.39,0.17,251.555,0.27,1.03,1.99,3.39,4.28,6553.2,10514.3,6.6,40.2,8661,14668.8,3.22,2.7,93.3944,2425.0483,8966.4241,4.78,1821.94183,1846.3,8850,624.4
1-Feb-2011,11891.93,1321.12,23.2,79.99,221.31,3.58,0.16,251.829,0.29,1.28,2.26,3.58,4.42,6586.6,10540.6,6.9,35.4,8625.5,14699.4,3.42,2.57,92.993,2418.3964,8905.0642,2.9,1830.03493,1870.1,8887.1,639.3
1-Mar-2011,12226.34,1304.49,23.43,81.31,223.47,3.41,0.14,252.145,0.26,1.17,2.11,3.41,4.27,6592.1,10619.7,6.3,49.9,8567.2,14741.1,3.27,2.62,93.982,2431.073,8895.1153,3.72,1836.36342,1896.5,9000.6,633.8
1-Apr-2011,12319.73,1331.51,23.73,82.16,224.91,3.46,0.1,252.221,0.25,1.21,2.17,3.46,4.28,6594.9,10652.1,6.3,49,8561.3,14892.1,3.36,2.56,93.6525,2443.9807,8912.1883,3.57,1845.74778,1897,9055.6,648.5
1-May-2011,12810.54,1338.31,24.04,83.02,225.96,3.17,0.09,252.393,0.19,0.94,1.84,3.17,4.01,6598.9,10672.2,6.3,54,8575.4,15052,3.08,2.61,93.7775,2437.6287,8909.1015,1.79,1851.46028,1941.6,9025.6,664.9
1-Jun-2011,12569.79,1287.29,24.34,83.87,225.72,3,0.09,252.592,0.18,0.71,1.58,3,3.91,6630.8,10694.8,6.5,60.5,8461,14993.2,2.91,2.75,94.0467,2430.645,8907.8112,4.08,1856.83987,1963.4,9113.9,683
1-Jul-2011,12414.34,1325.19,24.62,84.91,225.92,3,0.07,253.085,0.19,0.68,1.54,3,3.95,6696,10731.6,6.7,57.6,8561.8,15198.9,2.93,2.76,94.4931,2432.6759,8920.2635,10.88,1881.0355,1996,9266.6,703.6
1-Aug-2011,12143.24,1185.31,24.9,85.94,226.55,2.3,0.1,254.003,0.11,0.38,1.02,2.3,3.24,6680.7,10750.3,6.7,54.5,8949.5,15807,2.2,3.06,95.0969,2452.9093,8984.0803,-3.7,1872.9011,2115.4,9461.8,717.9
1-Sep-2011,11613.53,1173.88,25.18,86.98,226.89,1.98,0.08,254.628,0.1,0.35,0.9,1.98,2.83,6668.2,10783.2,6.4,58.8,9136.3,16067.8,1.9,3.29,95.0281,2465.8081,9022.0054,4.85,1881.76739,2120,9500.3,728
1-Oct-2011,10913.38,1207.22,25.6,86.97,226.42,2.15,0.07,255.651,0.11,0.47,1.06,2.15,2.87,6629.7,10802.9,6.3,53.2,9217.4,16216.8,2.08,3.22,95.6924,2471.2518,9061.8427,3.48,1889.71827,2128.5,9550.1,738.6
1-Nov-2011,11955.01,1226.42,26.01,86.96,226.23,2.01,0.08,256.367,0.11,0.39,0.91,2.01,2.72,6605,10806.8,6.4,53,9354.8,16350.9,1.93,3.13,95.6913,2485.3623,9114.8873,8.27,1904.69111,2182,9633.1,745.7
1-Dec-2011,12045.68,1243.32,26.43,86.95,225.67,1.98,0.07,257.189,0.12,0.39,0.89,1.98,2.67,6678.1,10817.8,7.2,42.7,9463.7,16555.2,1.91,3.27,96.1938,2492.2168,9156.2853,4.13,1916.06063,2165.7,9729.2,757.4
1-Jan-2012,12217.56,1300.58,26.74,87.48,226.67,1.97,0.08,257.714,0.12,0.36,0.84,1.97,2.7,6781,10896.8,7.4,47.2,9617.2,16730,1.89,3.26,96.779,2526.6615,9199.1884,5.97,1929.44647,2201.8,9761.9,752.9
1-Feb-2012,12632.91,1352.49,27.04,88.01,227.66,1.97,0.1,258.184,0.16,0.38,0.83,1.97,2.75,6848.6,10987.2,7.3,49.7,9696.8,16748.5,1.87,3.17,97.0959,2567.237,9261.961,3.41,1935.07177,2207.1,9787,755.2
1-Mar-2012,12952.07,1389.24,27.35,88.54,229.39,2.17,0.13,258.569,0.19,0.51,1.02,2.17,2.94,6879.3,10993.9,7.6,58,9735.8,16678.3,2.04,3.06,96.5919,2582.129,9277.5364,5.95,1948.791,2227.8,9903.1,763
1-Apr-2012,13212.04,1386.43,27.67,88.33,230.09,2.05,0.14,258.922,0.18,0.43,0.89,2.05,2.82,6891,11018.5,7.9,66.8,9877.8,16947.4,1.91,3.14,97.2942,2596.5543,9322,4.72,1964.26942,2237.3,9948.9,778.5
1-May-2012,13213.63,1341.27,28,88.13,229.82,1.8,0.16,259.231,0.19,0.39,0.76,1.8,2.53,6861.9,11006.8,7.9,67.8,10082.6,17236.6,1.64,3.27,97.4853,2601.5737,9351.6505,6.79,1978.42217,2256.2,9882.9,789.4
1-Jun-2012,12393.45,1323.48,28.32,87.92,229.48,1.62,0.16,259.407,0.19,0.39,0.71,1.62,2.31,6875,10989.8,7.9,74.7,10064.8,17244.6,1.46,3.4,97.4959,2605.2453,9369.5323,5.73,1991.03226,2275.3,9960.8,785.3
1-Jul-2012,12880.09,1359.78,28.74,87.45,229.1,1.53,0.16,260.107,0.19,0.33,0.62,1.53,2.22,6863.1,11016.8,7,69.2,10220.1,17448,1.37,3.34,97.6922,2640.2584,9408.0525,4.34,2002.60437,2315,10005.9,772.1
1-Aug-2012,13008.68,1403.45,29.17,86.97,230.38,1.68,0.13,260.677,0.18,0.37,0.71,1.68,2.4,6886.6,11056,6.7,69,10346.9,17466.7,1.55,3.23,97.3061,2654.4371,9462.7909,7.19,2015.69863,2354.1,10069,787.9
1-Sep-2012,13090.84,1443.42,29.59,86.5,231.41,1.72,0.14,261.421,0.18,0.34,0.67,1.72,2.49,6968.5,11105.3,7.2,75.8,10303.6,17468.3,1.58,3.12,97.2383,2671.6557,9506.6202,3.65,2024.22219,2386.6,10165.2,820.5
1-Oct-2012,13437.13,1437.82,30.14,86.5,231.32,1.75,0.16,262.707,0.18,0.37,0.71,1.75,2.51,7003.2,11137.4,7.8,77,10413.5,17603.7,1.59,2.83,97.5425,2678.4722,9527.7566,6.69,2038.35299,2420.1,10245.8,873.3
1-Nov-2012,13096.46,1394.51,30.7,86.51,230.22,1.65,0.16,263.365,0.18,0.36,0.67,1.65,2.39,7092.1,11178.4,8.7,62.2,10573.3,17748.4,1.49,2.86,97.934,2701.5047,9594.2159,8.98,2057.48829,2441.2,10343,926.2
1-Dec-2012,13025.58,1422.29,31.25,86.51,229.6,1.72,0.16,264.098,0.16,0.35,0.7,1.72,2.47,7187.1,11181.2,10.9,63.2,10542.9,17716.5,1.56,2.91,98.1984,2733.3096,9675.1015,3.96,2072.92418,2460.7,10531.4,1176.6
1-Jan-2013,13104.14,1480.4,31.54,86.91,230.28,1.91,0.14,264.7,0.15,0.39,0.81,1.91,2.68,7050.9,11252.4,4.9,58.7,10391.7,17572.2,1.77,2.82,98.2029,2728.6642,9674.8971,7.7,2086.81041,2476.7,10506.6,736.7
1-Feb-2013,13860.58,1512.31,31.82,87.3,232.17,1.98,0.15,265.256,0.16,0.4,0.85,1.98,2.78,7040.6,11290.5,4.7,66.1,10641.7,17883.3,1.83,2.87,98.6733,2724.756,9657.4683,8.97,2103.1091,2468.9,10480,751.5
1-Mar-2013,14054.49,1550.83,32.11,87.7,232.77,1.96,0.14,265.821,0.15,0.39,0.82,1.96,2.78,7040.1,11290.1,4.8,83.3,10685.8,17959.3,1.82,2.89,99.0788,2723.4694,9649.5886,3.91,2113.58341,2476.3,10626.9,751.6
1-Apr-2013,14578.54,1570.7,32.5,88.78,232.53,1.76,0.15,265.984,0.12,0.34,0.71,1.76,2.55,7073.1,11281.1,5.1,76.3,10708.9,18115.3,1.61,2.83,98.9658,2755.246,9717.5518,3.9,2124.91784,2504.9,10655.8,755.5
1-May-2013,14839.8,1639.84,32.88,89.87,232.95,1.93,0.11,266.559,0.12,0.4,0.84,1.93,2.73,7108,11321.6,5.3,87.2,10446.9,17688.8,1.82,2.8,99.0567,2745.368,9716.8773,6.42,2136.93005,2523.5,10578.7,772.5
1-Jun-2013,15115.57,1618.77,33.27,90.95,233.5,2.3,0.09,266.905,0.14,0.58,1.2,2.3,3.07,7127.8,11344.4,5.4,80.7,10276.6,17430.8,2.21,2.89,99.2424,2732.7905,9724.0472,4.92,2150.24759,2521,10643.3,785.1
1-Jul-2013,14909.6,1668.68,33.65,92.09,233.6,2.58,0.09,267.482,0.12,0.64,1.4,2.58,3.31,7093.9,11372.6,5.2,84,10219.2,17387.7,2.49,2.74,98.9258,2710.6426,9707.051,5.52,2163.88501,2542.3,10682.3,789.8
1-Aug-2013,15499.54,1670.09,34.02,93.23,233.88,2.74,0.08,268.505,0.13,0.7,1.52,2.74,3.49,7113.5,11406.6,5.2,80.4,10155.7,17241.5,2.66,2.68,99.5059,2699.9565,9710.0738,6.19,2177.90403,2551.3,10738,798.1
1-Sep-2013,14810.31,1687.17,34.4,94.37,234.15,2.81,0.08,269.137,0.12,0.78,1.6,2.81,3.53,7131.1,11445.9,5.3,78.4,10180.4,17347.8,2.73,2.66,100.0391,2690.2863,9728.0928,6.17,2192.59795,2585.5,10805.9,809
1-Oct-2013,15129.67,1720.03,34.6,96.31,233.55,2.62,0.09,269.96,0.12,0.63,1.37,2.62,3.38,7146.1,11498,4.7,78.4,10347,17805.6,2.53,2.69,99.9203,2695.2286,9766.2598,6.92,2206.45218,2631.2,10933,805.1
1-Nov-2013,15545.75,1783.54,34.79,98.26,233.07,2.72,0.08,270.698,0.12,0.58,1.37,2.72,3.5,7199.7,11562.5,4.5,83.8,10355,17775.2,2.64,2.66,100.1661,2709.2066,9807.8452,4.88,2223.4397,2638.8,10977.2,809.7
1-Dec-2013,16086.41,1807.78,34.99,100.2,233.05,2.9,0.09,271.688,0.13,0.69,1.58,2.9,3.63,7243.2,11593.2,4.5,67.6,10296.3,17725.1,2.81,2.48,100.3777,2721.8505,9874.207,5.69,2236.32897,2674.2,11104.3,815.2
1-Jan-2014,16576.66,1822.36,35.4,100.42,233.92,2.86,0.07,272.317,0.12,0.78,1.65,2.86,3.52,7310.3,11578.8,5.2,60.7,10320.2,17895.2,2.79,2.33,99.999,2730.4859,9881.5901,7.82,2251.89188,2697.8,11101.6,823.3
1-Feb-2014,15698.85,1817.04,35.82,100.63,234.78,2.71,0.07,272.733,0.12,0.69,1.52,2.71,3.38,7361,11636.9,5.3,65.1,10476.2,18073.6,2.64,2.39,100.7583,2750.1404,9931.839,7.21,2266.40296,2724,11153.4,844
1-Mar-2014,16321.71,1863.52,36.23,100.85,236.29,2.72,0.08,273.486,0.13,0.82,1.64,2.72,3.35,7404.5,11722.3,5.2,80.2,10530.2,18133.5,2.64,2.34,101.7767,2775.0156,9993.2759,6.67,2281.64976,2749.9,11278.4,869.4
1-Apr-2014,16457.66,1864.26,36.61,101.61,237.07,2.71,0.09,274.1,0.11,0.88,1.7,2.71,3.27,7399.4,11762.3,5.4,94.9,10406.5,18106.9,2.62,2.19,101.8425,2783.0184,10051.0721,8.75,2298.40004,2770.5,11331.6,896.5
1-May-2014,16580.84,1889.77,37,102.36,237.9,2.56,0.09,274.71,0.1,0.83,1.59,2.56,3.12,7403.9,11807.3,5.6,92.5,10481.5,18238.6,2.47,2.2,102.2594,2801.1542,10112.9405,7.23,2314.49002,2787,11274.8,912.4
1-Jun-2014,16717.17,1947.09,37.38,103.12,238.34,2.6,0.1,275.321,0.1,0.9,1.68,2.6,3.15,7424.8,11861.7,5.6,87.3,10464.8,18306.8,2.5,2.2,102.5986,2819.7164,10176.9684,6.36,2330.87501,2821.8,11336.8,927.3
1-Jul-2014,16826.6,1973.1,37.75,104.07,238.25,2.54,0.09,276.248,0.11,0.97,1.7,2.54,3.07,7457.7,11904.4,5.5,101,10498.8,18319.5,2.45,2.19,102.8163,2848.1583,10234.3425,8.04,2347.05742,2841.4,11391.8,933.2
1-Aug-2014,16563.3,1961.53,38.12,105.01,237.85,2.42,0.09,277.048,0.11,0.93,1.63,2.42,2.94,7508.1,11983.7,5.3,86.2,10625,18517.3,2.33,2.27,102.6562,2850.3748,10291.541,6.15,2361.75503,2801.4,11422.7,939.8
1-Sep-2014,17098.45,1993.23,38.49,105.96,238.03,2.53,0.09,277.998,0.11,1.05,1.77,2.53,3.01,7543.2,11991.4,5.5,94.2,10592.5,18451,2.44,2.27,102.9776,2874.098,10346.961,5.91,2376.66762,2866.2,11470.6,949.1
1-Oct-2014,17042.9,1937.27,38.81,104.74,237.43,2.3,0.09,278.985,0.1,0.88,1.55,2.3,2.77,7584.4,12064.7,5.4,92,10702,18672.6,2.21,2.39,102.9892,2879.2015,10386.284,3.91,2384.85949,2876.9,11538.6,960.4
1-Nov-2014,17390.52,2044.57,39.12,103.53,236.15,2.33,0.09,280.123,0.13,0.96,1.62,2.33,2.76,7640.2,12083.9,5.6,75.8,10824.7,18862.4,2.24,2.46,103.6402,2889.9975,10457.8269,4.58,2400.03032,2892.6,11615,971.3
1-Dec-2014,17828.24,2054.27,39.44,102.31,234.81,2.21,0.12,280.874,0.21,1.06,1.64,2.21,2.55,7678.3,12096.1,6,73.4,10902.1,18968.6,2.09,2.53,103.6345,2932.4289,10588.5494,9.79,2422.15821,2947.3,11760,977.7
1-Jan-2015,17823.07,2028.18,39.9,101.29,233.71,1.88,0.11,281.572,0.2,0.9,1.37,1.88,2.2,7717.9,12066.7,6.3,73,11082.8,19356,1.77,2.57,102.8239,2959.3066,10644.6251,5.41,2438.39422,2939.7,11759,991.8
1-Feb-2015,17164.95,2082.2,40.35,100.27,234.72,1.98,0.11,282.389,0.22,0.99,1.47,1.98,2.34,7752.2,12116.6,6.4,61.9,11031.1,19127.9,1.87,2.53,102.1513,2990.649,10697.2502,6.13,2453.20729,3004.9,11847.1,1042.4
1-Mar-2015,18132.7,2079.99,40.81,99.25,236.12,2.04,0.11,283.13,0.25,1.02,1.52,2.04,2.41,7768.5,12176.1,5.9,79.7,11068.6,19170,1.93,2.5,101.824,3005.0144,10775.9696,8.8,2470.6794,2997.7,11956.7,1003.8
1-Apr-2015,17776.12,2094.86,41.12,97.8,236.6,1.94,0.12,283.598,0.23,0.87,1.35,1.94,2.33,7796.3,12209.1,5.9,108.5,10983.6,19064.8,1.82,2.54,101.244,3021.4357,10854.6786,7.51,2485.40925,2996.9,12004.7,994.1
1-May-2015,17840.52,2111.94,41.43,96.36,237.81,2.2,0.12,284.245,0.24,0.98,1.54,2.2,2.69,7840.7,12275.4,5.8,99.6,10930.3,18957.8,2.08,2.69,100.783,3048.3101,10925.1367,6.11,2500.48857,2979.8,11907.9,985
1-Jun-2015,18010.68,2099.29,41.74,94.91,238.64,2.36,0.13,285.031,0.28,1.07,1.68,2.36,2.85,7855.4,12307.9,5.7,112.3,10865.6,18779,2.23,2.77,100.4781,3053.5968,10981.228,8.5,2518.57439,3018,11962.5,988.6
1-Jul-2015,17619.51,2094.14,42,93.49,238.65,2.32,0.13,286.09,0.3,1.03,1.63,2.32,2.77,7884,12364.9,5.6,107.2,10980.2,18895.3,2.19,2.88,101.1052,3042.958,10995.5491,6.49,2532.48916,3039.6,12012.9,986
1-Aug-2015,17689.86,2039.87,42.25,92.08,238.32,2.17,0.14,287.068,0.38,1.03,1.54,2.17,2.55,7908.5,12396.2,5.6,99.2,10922.6,18816.9,2.03,3.02,100.9442,3057.3393,11060.4175,5.19,2543.78363,3027,12070.4,989.5
1-Sep-2015,16528.03,1944.41,42.51,90.66,237.95,2.17,0.14,288.306,0.37,1.01,1.49,2.17,2.62,7916.4,12386.4,5.8,111.6,10985.2,18932,2.03,3.17,100.6507,3048.6357,11100.6401,9.53,2564.67006,3047,12138.2,992.8
1-Oct-2015,16284.7,2024.81,42.8,89.28,237.84,2.07,0.12,289.428,0.26,0.93,1.39,2.07,2.5,7946.6,12394.9,5.8,90.9,10893.7,18860.3,1.95,3.27,100.1871,3059.2921,11176.1231,5.72,2579.39998,3022.3,12171.5,992.7
1-Nov-2015,17663.54,2080.62,43.1,87.91,237.34,2.26,0.12,290.322,0.48,1.2,1.67,2.26,2.69,7953.5,12423.2,5.6,89.9,11381.1,19456.9,2.14,3.2,99.4382,3083.5517,11279.0562,4.81,2591.91409,3084.8,12297.9,996.5
1-Dec-2015,17719.92,2054.08,43.39,86.53,236.53,2.24,0.24,291.204,0.65,1.28,1.7,2.24,2.61,7973.8,12452,5.8,78.1,11445.9,19477.8,2,3.22,98.939,3110.2256,11394.3879,7.99,2502.14057,3100,12427.3,999.1
1-Jan-2016,17425.03,1918.6,43.55,86.5,236.92,2.09,0.34,292.004,0.54,1.14,1.52,2.09,2.49,7991.6,12478,6.1,74.3,11572,19877.6,1.75,3.36,99.4558,3118.2347,11428.3217,6.62,2516.77866,3095,12478.4,1009
1-Feb-2016,16466.3,1904.42,43.72,86.47,237.11,1.78,0.38,292.777,0.53,0.9,1.22,1.78,2.2,7984.3,12554.5,5.6,84.1,11788.5,20101.6,1.4,3.56,98.9136,3128.09,11464.015,6.22,2531.61132,3128,12517.1,1001.8
1-Mar-2016,16516.5,2021.95,43.88,86.44,238.13,1.89,0.36,293.489,0.66,1.04,1.38,1.89,2.28,8002.3,12537,5.9,90.7,11939.3,20265.4,1.53,3.24,98.1907,3141.9489,11532.4965,10.03,2548.04077,3153.7,12684.8,1010
1-Apr-2016,17685.09,2075.54,44.07,86.6,239.26,1.81,0.37,294.175,0.56,0.92,1.26,1.81,2.21,8026.6,12611.5,5.5,106.2,11834.5,20136.5,1.44,2.98,98.4669,3164.9453,11624.3515,6.62,2563.21364,3198.5,12778.6,1009.9
1-May-2016,17773.64,2065.55,44.27,86.76,240.23,1.81,0.37,295.036,0.59,0.97,1.3,1.81,2.22,8030.8,12652.7,5.3,105,11844,20160.8,1.44,2.87,98.2518,3189.2346,11708.8182,6.16,2578.05753,3237.8,12708.4,1016.8
1-Jun-2016,17787.2,2083.89,44.46,86.92,241.02,1.64,0.38,295.902,0.55,0.86,1.17,1.64,2.02,8060.2,12731.2,4.9,111.6,12065.9,20634.8,1.26,2.89,98.7275,3208.8039,11779.2411,6.33,2588.68439,3244.9,12789,1014
1-Jul-2016,17929.99,2148.9,44.65,87.64,240.63,1.5,0.39,296.862,0.51,0.79,1.07,1.5,1.82,8102.7,12756.7,5.1,115.2,12145.6,20717.1,1.11,2.72,98.836,3243.8536,11848.7478,6.33,2602.46193,3245.3,12850.1,1022.1
1-Aug-2016,18432.24,2170.95,44.84,88.37,240.85,1.56,0.4,297.916,0.57,0.85,1.13,1.56,1.89,8105.9,12788.1,5.1,102.8,12162.7,20647.7,1.16,2.68,98.7554,3263.6987,11888.6509,7.38,2619.03337,3317.5,12946.7,1035.2
1-Sep-2016,18400.88,2157.69,45.03,89.09,241.43,1.63,0.4,298.962,0.59,0.9,1.18,1.63,2.02,8149.4,12846.6,5.1,95,12236.1,20691.4,1.23,2.68,98.6596,3296.7547,11969.6518,7,2635.59424,3327.3,13016.2,1042.5
1-Oct-2016,18308.15,2143.02,45.25,90.91,241.73,1.76,0.4,300.4,0.66,0.99,1.27,1.76,2.17,8188.1,12867,5.3,114.5,12241.9,20721.1,1.36,2.62,98.7322,3321.0979,12060.1589,5.28,2650.22257,3333.5,13079.4,1051.4
1-Nov-2016,18142.42,2164.99,45.48,92.73,241.35,2.14,0.41,301.587,0.74,1.22,1.6,2.14,2.54,8208.6,12893,5.4,87.8,12141.9,20394.1,1.73,2.57,98.3452,3316.3823,12105.7574,7.06,2663.03414,3353.9,13191.8,1056.6
1-Dec-2016,19123.58,2246.63,45.7,94.55,241.43,2.49,0.54,302.735,0.87,1.49,1.96,2.49,2.84,8244.5,13005.9,5,86.5,12123.9,20380.8,1.95,2.34,99.0314,3310.3648,12131.8111,5.8,2676.34017,3345.6,13299.9,1060.1
1-Jan-2017,19762.6,2275.12,45.93,96.46,242.84,2.43,0.65,303.467,0.83,1.48,1.92,2.43,2.75,8286.9,13063.7,5.3,82.3,12073.2,20361.7,1.78,2.23,98.7987,3321.8923,12135.2265,5.64,2690.61657,3389.3,13281.6,1068.3
1-Feb-2017,19864.09,2329.91,46.15,98.38,243.6,2.42,0.66,304.211,0.82,1.47,1.9,2.42,2.76,8318,13088.4,5.6,87.8,12124.6,20403.5,1.76,2.22,98.4322,3344.9762,12137.3773,5.46,2701.88484,3400.4,13305.6,1082.8
1-Mar-2017,20812.24,2366.82,46.38,100.29,243.8,2.48,0.79,304.868,1.01,1.59,2.01,2.48,2.83,8328,13139.9,5.6,97.1,12077.9,20279.1,1.69,2.2,99.0663,3359.2402,12133.1635,5.11,2712.69356,3452.9,13491.7,1097
1-Apr-2017,20663.22,2359.31,46.66,101.53,244.52,2.3,0.9,305.477,1.04,1.44,1.82,2.3,2.67,8371.6,13169.2,5.7,105.2,12039.6,20348.1,1.4,2.27,100.0082,3359.0723,12183.2742,4.39,2724.12736,3452.7,13565,1119.3
1-May-2017,20940.51,2395.35,46.94,102.78,244.73,2.3,0.91,306.379,1.12,1.48,1.84,2.3,2.7,8396.3,13171.9,6.3,106,12058.1,20398.9,1.39,2.25,100.1286,3372.0493,12232.186,4.56,2733.55329,3517.6,13474.1,1180.9
1-Jun-2017,21008.65,2433.99,47.22,104.02,244.96,2.19,1.04,307.314,1.2,1.49,1.77,2.19,2.54,8438.4,13225.2,6,116.3,12099.6,20328.7,1.15,2.18,100.3233,3363.7439,12248.1478,4.43,2743.98538,3526.3,13522.1,1153.8
