date,DJ,spprice,spdividend,spearnings,cpi,LRIR,ffrate,CPIrent,mktyield1yr,mktyield3yr,mktyield5yr,mktyield10yr,mktyield20yr,employeecomp,PCE,PS,newhousingunits,mktvalueprivatedebt,mktvaluegrossfeddebt,ratespread,BAA10yr,industrialprod,securitiesinbankcredit,commercialbankcredit,pctchangeTCC,nonrevolvingconsumercredit,m1,m2,incomeonassets 
1-Jul-2017,21349.63,2454.1,47.54,105.04,244.79,2.32,1.15,308.173,1.22,1.54,1.87,2.32,2.65,8481,13263.3,6,112.3,12093.9,20325,1.17,2.07,100.0947,3366.2762,12283.6906,5.26,2757.82554,3548.6,13584.4,1158.3
1-Aug-2017,21891.12,2456.22,47.85,106.06,245.52,2.21,1.16,309.479,1.23,1.48,1.78,2.21,2.55,8508.2,13294.6,6.1,102.6,12192.1,20473.5,1.05,2.1,99.6642,3369.0795,12311.904,3.79,2765.08448,3585.1,13653.7,1166.1
1-Sep-2017,21948.1,2492.84,48.17,107.08,246.82,2.2,1.15,310.268,1.28,1.51,1.8,2.2,2.53,8565.6,13417.3,5.9,104.4,12405.6,20715,1.05,2.1,99.7686,3378.6602,12360.9194,4.81,2774.2823,3569.3,13705.5,1176.2
1-Oct-2017,22405.09,2557,48.42,108.01,246.66,2.36,1.15,311.501,1.4,1.68,1.98,2.36,2.65,8614.7,13447.5,6,109.6,12454.6,20867.3,1.21,1.96,100.9981,3388.8708,12442.1648,7.6,2789.56145,3604.4,13750.7,1179.2
1-Nov-2017,23377.24,2593.61,48.68,108.95,246.67,2.35,1.16,312.67,1.56,1.81,2.05,2.35,2.6,8673.5,13540.6,5.6,97.9,12603.5,20969.4,1.19,1.92,101.2597,3399.2985,12512.707,7,2803.26574,3626.2,13819.9,1174.9
1-Dec-2017,24272.35,2664.34,48.93,109.88,246.52,2.4,1.3,313.904,1.7,1.96,2.18,2.4,2.6,8710.7,13666.1,5,81.4,12529.6,20904.4,1.1,1.82,101.4573,3432.1131,12595.2042,4.56,2813.94499,3618.8,13945,1174.8
1-Jan-2018,24719.22,2789.8,49.29,111.73,247.87,2.58,1.41,314.788,1.8,2.15,2.38,2.58,2.73,8750.1,13703.3,5.7,91.6,12387.6,20673.2,1.17,1.68,101.3939,3421.5699,12577.8997,5.52,2825.67078,3650.7,13863.1,1167.5
1-Feb-2018,26149.39,2705.16,49.64,113.59,248.99,2.86,1.42,315.277,1.96,2.36,2.6,2.86,3.02,8759.1,13738.7,5.8,89.7,12659.6,20875.2,1.44,1.65,101.7656,3403.9228,12542.0972,4.96,2839.55847,3614,13849.1,1180.8
1-Mar-2018,25029.2,2702.77,50,115.44,249.55,2.84,1.51,315.883,2.06,2.42,2.63,2.84,2.97,8778.4,13793.2,5.9,107.2,13028.6,21216,1.33,1.8,102.2441,3388.5983,12536.604,3.95,2848.52911,3667,14031,1194.1
1-Apr-2018,24103.11,2653.63,50.33,117.79,250.55,2.87,1.69,316.763,2.15,2.52,2.7,2.87,2.96,8811.8,13838.4,6,117.5,12858.6,21024.2,1.18,1.8,103.3468,3365.2616,12620.8141,3.84,2860.10798,3660,14069.5,1196.8
1-May-2018,24163.15,2701.49,50.66,120.13,251.59,2.98,1.7,317.49,2.27,2.66,2.82,2.98,3.05,8836.5,13905,6,123.7,13022.3,21182.2,1.28,1.85,102.3911,3379.6571,12653.3434,5.66,2873.3633,3654.4,13980.4,1213.5
1-Jun-2018,24415.84,2754.35,50.99,122.48,251.99,2.91,1.82,318.318,2.33,2.65,2.78,2.91,2.98,8882,13930.4,6.3,112,13077.2,21238.4,1.09,1.92,103.1924,3411.5969,12743.9632,-0.81,2877.30587,3654.5,14074.7,1225.3
1-Jul-2018,24271.41,2793.64,51.44,125.12,252.01,2.89,1.91,319.351,2.39,2.7,2.78,2.89,2.94,8933.7,13974.8,6.5,111.9,13141.5,21255.6,0.98,1.9,103.3334,3422.7237,12774.575,4.7,2889.86045,3679.8,14109.6,1237.5
1-Aug-2018,25415.19,2857.82,51.89,127.75,252.15,2.89,1.91,320.651,2.45,2.71,2.77,2.89,2.97,8982,14014,6.6,113.8,13431.3,21480.7,0.98,1.88,104.0807,3421.1014,12788.7764,5.76,2902.27837,3690.4,14164.9,1244.1
1-Sep-2018,25964.82,2901.5,52.34,130.39,252.44,3,1.95,321.533,2.56,2.84,2.89,3,3.08,8991.4,14017.8,6.8,109.7,13310.4,21353.1,1.05,1.88,104.1181,3421.0387,12825.0081,3.87,2912.81762,3700.1,14199.5,1253.5
1-Oct-2018,26458.31,2785.46,52.81,131.06,252.89,3.15,2.19,322.628,2.65,2.94,3,3.15,3.27,8990.9,14083.1,6.7,105.7,13350.2,21419.9,0.96,1.92,103.9397,3421.6619,12887.6415,5.72,2924.8877,3724.9,14201.4,1267.6
1-Nov-2018,25115.76,2723.23,53.28,131.72,252.04,3.12,2.2,323.968,2.7,2.91,2.95,3.12,3.27,9009.1,14162.9,6.5,91.2,13662.3,21683.9,0.92,2.1,104.0007,3436.7335,12978.0204,5.16,2938.7476,3700.9,14255.1,1272.8
1-Dec-2018,25538.46,2567.31,53.75,132.39,251.23,2.83,2.27,324.815,2.66,2.67,2.68,2.83,2.98,9073,14051.6,8.4,76,13882.2,22075.2,0.56,2.3,103.9946,3493.8057,13127.8204,4.68,2953.19448,3773,14448.8,1365.6
1-Jan-2019,23327.46,2607.39,54.15,133.06,251.71,2.71,2.4,325.597,2.58,2.52,2.54,2.71,2.89,9164.5,14088.4,8.2,87,13946.1,22160,0.31,2.41,103.373,3531.6178,13182.8453,6.05,2966.57648,3745,14423.8,1297.1
1-Feb-2019,24999.67,2754.86,54.54,133.72,252.78,2.68,2.4,326.351,2.55,2.48,2.49,2.68,2.87,9220,14115.5,8.5,80,14092.1,22221.4,0.28,2.27,102.8292,3546.0737,13186.1056,4.04,2977.48029,3752.1,14401.9,1315.8
1-Mar-2019,25916,2803.98,54.94,134.39,254.2,2.57,2.41,327.513,2.49,2.37,2.37,2.57,2.8,9281.4,14240.1,7.9,98.2,14234.5,22425.2,0.16,2.27,102.8286,3566.6302,13221.0654,3.63,2989.0678,3736.9,14572.5,1321.2
1-Apr-2019,25928.68,2903.8,55.32,134.68,255.55,2.53,2.42,328.678,2.42,2.31,2.33,2.53,2.76,9273.6,14278.3,7.7,116.6,14209.6,22346.6,0.11,2.17,102.2481,3607.2797,13307.3876,5.17,2999.45434,3783.9,14623,1335.9
1-May-2019,26592.91,2854.71,55.7,134.98,256.09,2.4,2.39,329.333,2.34,2.16,2.19,2.4,2.63,9261.7,14340.8,7.3,118.1,14456.7,22700.3,0.01,2.23,102.4192,3629.5605,13370.6394,3.87,3009.58201,3788.2,14575,1342.5
1-Jun-2019,24815.04,2890.17,56.08,135.27,256.14,2.06,2.38,330.648,2,1.78,1.83,2.07,2.36,9284.5,14391.2,7.1,115.1,14515.6,22805.1,-0.31,2.39,102.4893,3660.5664,13456.7504,2.54,3022.27261,3828.4,14734.8,1346.6
1-Jul-2019,26599.96,2996.11,56.46,134.48,256.57,1.63,2.4,331.605,1.96,1.8,1.83,2.06,2.36,9284.1,14471.8,6.8,114.2,14522.7,22766.5,-0.34,2.22,102.0236,3685.1786,13497.1674,7.13,3035.30739,3860.3,14814.4,1358.1
1-Aug-2019,26864.27,2897.5,56.84,133.69,256.56,1.63,2.13,332.638,1.77,1.51,1.49,1.63,1.91,9339.7,14525.7,7,121,15250.9,23773.1,-0.5,2.24,102.7754,3725.9416,13584.5016,4.18,3048.32844,3855.3,14896.1,1365
1-Sep-2019,26403.28,2982.16,57.22,132.9,256.76,1.7,2.04,333.834,1.8,1.59,1.57,1.7,1.97,9362.9,14555.6,7.2,113.2,15326.2,23825.8,-0.34,2.21,102.5315,3798.7866,13678.0697,3.81,3060.98335,3899.5,14986.8,1372.2
1-Oct-2019,26916.83,2977.68,57.56,135.09,257.35,1.71,1.83,334.68,1.61,1.53,1.53,1.71,2,9435.5,14584,7.3,114.8,15418.4,24087,-0.12,2.21,101.6022,3799.0744,13734.6849,5.01,3075.03497,3933.1,15112.2,1371.8
1-Nov-2019,27046.23,3104.9,57.9,137.28,257.21,1.81,1.55,335.819,1.57,1.61,1.64,1.81,2.13,9492,14678.6,7.1,103.4,15423.2,24081.4,0.26,2.13,102.148,3824.0978,13844.9982,0.57,3086.67584,3949.5,15259.4,1366.1
1-Dec-2019,28051.41,3176.75,58.24,139.47,256.97,1.86,1.55,336.789,1.55,1.63,1.68,1.86,2.16,9499.6,14741.3,6.4,108.3,15320,24069.1,0.31,2.02,101.884,3825.9358,13916.519,8.31,3100.20251,4021.2,15412.5,1365.6
1-Jan-2020,28538.44,3278.2,58.69,131.76,257.97,1.76,1.55,337.825,1.53,1.52,1.56,1.76,2.07,9646.5,14815.7,7.2,113.1,15563.3,24535.1,0.21,2.01,101.3768,3825.3167,13888.9579,4.55,3112.30408,3978.6,15397.1,1375.5
1-Feb-2020,28256.03,3277.31,59.13,124.04,258.68,1.5,1.58,338.616,1.41,1.31,1.32,1.5,1.81,9744.6,14810.7,7.7,111.6,15952.6,25136.5,-0.08,2.11,101.633,3868.3056,13910.7651,3.89,3121.25126,3981.4,15382.3,1376.8
1-Mar-2020,25409.36,2652.39,59.58,116.33,258.12,0.87,0.65,339.519,0.33,0.5,0.59,0.87,1.26,9489.9,13793,12.5,104.5,15951,25887.4,0.22,3.42,97.6672,3990.0345,14368.0984,-5.47,3125.10022,4261,16051.5,1382.4
1-Apr-2020,21917.16,2761.98,59.61,110.63,256.39,0.66,0.05,340.135,0.18,0.28,0.39,0.66,1.06,8727.5,12228.3,32,84.9,16277.7,27198.4,0.61,3.47,84.5979,3990.2558,14771.8102,-18.13,3118.29243,4794.5,17097.7,1371.4
1-May-2020,24345.72,2919.62,59.65,104.93,256.39,0.67,0.05,340.811,0.16,0.22,0.34,0.67,1.12,9016.2,13251.4,22.7,95.1,16882.1,27919.7,0.62,3.28,85.9732,4025.6148,14846.6873,-5.58,3124.11,16244.2,17762.5,1361.3
1-Jun-2020,25383.11,3104.66,59.68,99.23,257.8,0.73,0.08,341.294,0.18,0.22,0.34,0.73,1.27,9250.3,14027.1,18.4,118.8,17518,28646.5,0.65,2.91,91.5625,4172.5979,14857.3313,2.77,3143.09839,16559.7,18099.1,1358.9
1-Jul-2020,25812.88,3207.62,59.4,98.89,259.1,0.62,0.09,341.95,0.15,0.17,0.28,0.62,1.09,9338.5,14285.1,17.9,138.7,17644.9,28923.7,0.53,2.69,95.0144,4307.4437,14890.5749,4.96,3161.8119,16767.2,18248.1,1360.5
1-Aug-2020,26428.32,3391.71,59.13,98.56,259.92,0.65,0.1,342.444,0.13,0.16,0.27,0.65,1.14,9444.7,14428.4,14,122.5,17623.8,28872.7,0.55,2.62,95.8881,4377.2369,14908.7953,-1.6,3165.76199,16878.5,18315.1,1367.1
1-Sep-2020,28430.05,3365.52,58.85,98.22,260.28,0.68,0.09,342.91,0.13,0.16,0.27,0.68,1.21,9518.1,14655,13.2,126.3,17696.7,29077.8,0.59,2.68,95.8444,4455.7354,14923.2001,4.69,3179.05974,17158.6,18538.7,1388.3
1-Oct-2020,27781.7,3418.7,58.66,96.86,260.39,0.79,0.09,343.615,0.13,0.19,0.34,0.79,1.34,9707.9,14702.5,12.8,131.2,17602.6,29044.9,0.7,2.65,96.4292,4522.0386,14939.0331,1.34,3187.74905,17357.2,18684.8,1424.7
1-Nov-2020,26501.6,3548.99,58.47,95.49,260.23,0.87,0.09,344.039,0.12,0.22,0.39,0.87,1.4,9817.5,14675.8,12.1,117.8,17812.2,29424.8,0.78,2.43,96.8564,4628.9546,15050.8506,1.01,3197.94427,17609.1,18975.4,1489.1
1-Dec-2020,29638.64,3695.31,58.28,94.13,260.47,0.93,0.09,344.455,0.1,0.19,0.39,0.93,1.47,9874.1,14801.8,12,115.1,17996.7,29655.1,0.84,2.23,97.9754,4693.107,15104.5034,4.33,3210.25807,17827.5,19242.7,1585.7
1-Jan-2021,30606.48,3793.75,58.06,105.49,261.58,1.08,0.09,344.758,0.1,0.2,0.45,1.08,1.63,9887.6,15047.3,19.3,115.2,17832.8,29514,0.99,2.16,98.7836,4767.215,15130.478,3.48,3225.3609,18099.3,19367.9,1535.3
1-Feb-2021,29982.62,3883.43,57.85,116.84,263.01,1.26,0.08,345.242,0.07,0.21,0.54,1.26,1.88,9841.4,14948.2,12.8,102.1,17621.7,29159,1.18,2.16,95.3744,4855.6281,15204.1093,5.08,3240.32076,18362.7,19518.8,1576.2
1-Mar-2021,30932.37,3910.51,57.63,128.2,264.88,1.61,0.07,345.717,0.08,0.32,0.82,1.61,2.24,9907.1,15657.6,26.1,140.6,17522.5,29066.1,1.54,2.13,98.1351,4970.1218,15316.9245,3.43,3254.79855,18634.8,19941,1606.6
1-Apr-2021,32981.55,4141.18,57.71,138.39,267.05,1.64,0.07,346.267,0.06,0.35,0.86,1.64,2.2,10061.1,15854.1,12.3,135.5,17648.4,29233.5,1.57,1.97,98.2886,5072.154,15419.5196,4.67,3271.70305,18933.6,20263.1,1645.3
1-May-2021,33874.85,4167.85,57.79,148.57,269.2,1.62,0.06,347.016,0.05,0.32,0.82,1.62,2.22,10171,15890,9.9,145.7,17559.1,29292.2,1.56,2,99.1508,5187.5024,15540.5962,7.81,3291.49935,19266.7,20309.8,1679.9
1-Jun-2021,34529.45,4238.49,57.87,158.76,271.7,1.52,0.08,347.833,0.07,0.39,0.84,1.52,2.09,10277.8,16108.5,8.7,154.3,17768.5,29722.7,1.44,1.92,99.5096,5258.7877,15601.6752,6.07,3416.5451,19358.9,20430.9,1713.1
1-Jul-2021,34502.51,4363.71,58.33,164.32,273,1.32,0.1,348.469,0.08,0.4,0.76,1.32,1.87,10387.2,16150.8,9.4,143.9,17852.2,29933.1,1.22,1.92,100.1231,5298.4645,15648.5976,4.96,3429.00033,19534.4,20555.5,1735.4
1-Aug-2021,34935.47,4454.21,58.79,169.87,273.57,1.28,0.09,349.71,0.07,0.42,0.77,1.28,1.83,10437.4,16305.6,8.7,140,17674.8,29811.2,1.19,1.96,100.1255,5349.4525,15752.6113,4.6,3441.44181,19733.7,20747.8,1747.3
1-Sep-2021,35360.73,4445.54,59.25,175.43,274.31,1.37,0.08,351.255,0.08,0.47,0.86,1.37,1.87,10518.5,16398.9,7.2,135.2,17502.1,29595.5,1.29,1.86,99.0614,5428.0644,15848.4216,6.53,3455.11961,19865.8,20921,1763.4
1-Oct-2021,33843.92,4460.71,59.64,182.91,276.59,1.58,0.08,352.892,0.11,0.67,1.11,1.58,2.03,10661.5,16613.8,6.6,133.6,17757.1,30048.2,1.5,1.77,100.3045,5546.0821,16041.182,4.74,3465.10376,20034.8,21086.6,1787
1-Nov-2021,35819.56,4667.39,60.02,190.39,277.95,1.56,0.08,354.526,0.18,0.82,1.2,1.56,1.97,10760.8,16741.6,6.2,130.8,17748.6,30147.9,1.48,1.72,101.1971,5618.4693,16259.1294,7.48,3479.53462,20250,21321.3,1794.7
1-Dec-2021,34483.72,4674.77,60.4,197.87,278.8,1.47,0.08,355.931,0.3,0.95,1.23,1.47,1.9,10840,16799.2,6.1,124.2,18118.8,30718.8,1.39,1.84,100.886,5686.6836,16479.1794,6.62,3495.00579,20494.7,21644,1806.1
1-Jan-2022,36338.3,4573.82,60.92,197.88,281.15,1.76,0.08,357.737,0.55,1.25,1.54,1.76,2.15,10829.5,16888.6,4.1,121,18146.4,30648.6,1.68,1.82,101.0227,5772.0104,16586.5045,4.62,3503.27763,20506.3,21625.4,1794.8
1-Feb-2022,35131.86,4435.98,61.45,197.9,283.72,1.93,0.08,359.627,1,1.65,1.81,1.93,2.31,10894.3,16999.7,4.1,126.1,18671.7,30781.6,1.85,2.04,101.6766,5816.5153,16641.834,8.33,3523.91483,20533.7,21578.7,1789
1-Mar-2022,33892.6,4391.27,61.97,197.91,287.5,2.13,0.2,361.083,1.34,2.09,2.11,2.13,2.51,10936.3,17203.6,3.4,142.6,18018.1,30167.3,1.93,2.16,102.478,5832.6971,16775.1333,10.09,3539.54369,20664.4,21851.3,1790.2
1-Apr-2022,34678.35,4391.3,62.65,196.03,289.11,2.75,0.33,362.951,1.89,2.72,2.78,2.75,2.99,10953.2,17310.5,3.1,164.3,17552.9,29364.9,2.42,1.91,102.7953,5826.102,16914.5788,7.34,3554.09518,20650.6,21842.6,1793
1-May-2022,32977.21,4040.36,63.34,194.14,292.3,2.9,0.77,365.116,2.06,2.79,2.87,2.9,3.26,10986.3,17384.8,3.1,140.6,17612.6,29479.9,2.13,2.22,102.7769,5809.1873,17014.9398,6.88,3571.23175,20638.7,21545.9,1803.6
1-Jun-2022,32990.12,3898.95,64.02,192.26,296.31,3.14,1.21,367.927,2.65,3.15,3.19,3.14,3.48,11027.4,17550,2.7,144.9,17450.8,29217.6,1.93,2.13,102.6863,5788.1535,17156.3073,8.55,3590.22492,20607.3,21570.8,1810.5
1-Jul-2022,30775.43,3911.73,64.45,190.58,296.28,2.9,1.68,370.448,3.02,3.03,2.96,2.9,3.35,11186.9,17556.4,3.5,123.7,17726.7,29623.7,1.22,2.31,103.1328,5787.4251,17248.0135,6.78,3604.62701,20588.3,21570.2,1805.3
1-Aug-2022,32845.13,4158.56,64.89,188.91,296.17,2.9,2.33,373.283,3.28,3.23,3.03,2.9,3.35,11270.1,17692.2,3.2,134.5,17665.9,29294.6,0.57,2.25,103.2344,5752.129,17321.2957,6.96,3617.21578,20479.5,21543.6,1805.1
1-Sep-2022,31510.43,3850.52,65.32,187.23,296.81,3.52,2.56,376.569,3.89,3.88,3.7,3.52,3.82,11357.3,17804,3,127.5,17283.2,28432.8,0.96,2.17,103.5283,5670.7797,17318.2178,6.93,3635.27236,20281.1,21466,1806.9
1-Oct-2022,28725.51,3726.05,65.85,182.4,298.01,3.98,3.08,379.436,4.43,4.38,4.18,3.98,4.28,11325.7,17915.1,3,121.6,17259.3,28464,0.9,2.28,103.4114,5566.1999,17342.7612,8.83,3656.66192,20099.3,21378.6,1831.1
1-Nov-2022,32732.95,3917.49,66.39,177.58,297.71,3.89,3.78,382.562,4.73,4.34,4.06,3.89,4.22,11310.5,17892.5,3.3,111.1,17825.4,29192.6,0.11,2.18,103.0707,5516.4628,17441.2807,8.15,3673.95491,19965,21390.1,1819.6
1-Dec-2022,34589.77,3912.38,66.92,172.75,296.8,3.62,4.1,385.649,4.68,4.05,3.76,3.62,3.87,11314.9,17943.6,3.4,94.7,17708.2,28944.8,-0.48,1.97,101.4848,5517.1205,17597.9622,4.68,3681.43342,19820.9,21421.1,1805.4
1-Jan-2023,33147.25,3960.66,67.35,173.56,299.17,3.53,4.33,388.372,4.69,3.91,3.64,3.53,3.81,11494.7,18229.6,4.4,97.7,18133.4,29508.8,-0.8,1.97,102.5478,5506.9518,17570.9341,5.42,3693.11818,19555,21277,1823.1
1-Feb-2023,34086.04,4079.68,67.78,174.36,300.84,3.75,4.57,391.141,4.93,4.23,3.94,3.75,3.95,11568.5,18296.5,4.7,103.2,17974.3,29023.4,-0.82,1.84,102.5671,5490.9057,17561.5438,2.69,3700.77455,19312.3,21122.3,1826.6
1-Mar-2023,32656.7,3968.56,68.21,175.17,301.67,3.66,4.65,392.91,4.68,4.09,3.82,3.66,3.94,11633.1,18282.6,5.2,114,18416.3,29613.8,-0.99,2.05,102.6592,5362.3433,17437.0354,4.57,3705.83986,18938.3,21027.2,1848.3
1-Apr-2023,33274.15,4121.47,68.38,177.17,303.36,3.46,4.83,394.898,4.68,3.76,3.54,3.46,3.8,11680.1,18363.8,5.2,121.7,18416.4,29639.7,-1.37,2.07,103.1512,5244.7778,17332.492,3.49,3706.7248,18591.6,20842.9,1853.3
1-May-2023,34098.16,4146.17,68.54,179.17,304.13,3.57,5.06,396.726,4.91,3.82,3.59,3.57,3.96,11730.8,18407.8,5.3,146,18405.7,29302.2,-1.49,2.2,102.924,5211.1922,17310.1786,-0.21,3697.93648,18560,20711.2,1855.5
1-Jun-2023,32908.27,4345.37,68.71,181.17,305.11,3.75,5.08,398.593,5.24,4.27,3.95,3.75,4.04,11788.9,18485.4,4.8,132.6,19161.1,29957.7,-1.33,2,102.3002,5189.2442,17281.1123,2.94,3711.14574,18490.3,20749.1,1834.7
1-Jul-2023,34407.6,4508.08,68.91,182.09,305.69,3.9,5.12,400.21,5.37,4.47,4.14,3.9,4.15,11855.6,18595.4,4.4,131.4,19417.4,30146.4,-1.22,1.84,103.19,5165.7242,17254.1122,2.78,3712.09852,18426.3,20724,1828.3
1-Aug-2023,35559.53,4457.36,69.11,183.17,307.03,4.17,5.33,402.247,5.37,4.59,4.31,4.17,4.46,11921.2,18651.6,4.5,115.8,19626.4,30321.8,-1.16,1.85,103.1141,5111.5017,17256.9072,-3.64,3680.11473,18298.5,20695.1,1831
1-Sep-2023,34721.91,4409.1,69.31,184.25,307.79,4.38,5.33,404.487,5.44,4.74,4.49,4.38,4.65,11975.7,18791.5,3.9,117,19658.9,30084.9,-0.95,1.78,103.2096,5074.6108,17253.9252,2.48,3686.07765,18163.5,20668.9,1831.2
1-Oct-2023,33507.5,4269.4,69.64,187.12,307.67,4.8,5.33,406.683,5.42,4.89,4.77,4.8,5.13,11996.2,18810.6,4.1,115.1,19794.9,30282.6,-0.53,1.83,102.3722,5015.5456,17248.839,2.92,3693.44011,18069.1,20636.2,1845.5
1-Nov-2023,33052.87,4460.06,69.97,189.98,307.05,4.5,5.33,408.838,5.28,4.64,4.49,4.5,4.84,12049.9,18883.6,4.1,116.5,20535.8,31168.6,-0.83,1.79,102.671,4999.7208,17297.2238,6.81,3702.35257,18031.4,20722.7,1858.5
1-Dec-2023,35950.89,4685.05,70.3,192.85,306.75,4.02,5.33,410.606,4.96,4.19,4,4.02,4.32,12109,19010.3,3.7,108.8,21042.6,31907,-1.31,1.62,102.6715,5077.418,17429.8529,0.22,3700.63072,18085.5,20890,1854.9
